orgnr,role,personal_number
922704961,Styre,6973587
926868225,Daglig leder,3503568
926868225,Styre,9710091
926868225,Styre,5063414
926868225,Styre,5400095
974906546,Daglig leder,7890618
974906546,Styre,7890618
974906546,Styre,2140295
974906546,Styre,5449315
916566255,Daglig leder,7387185
916566255,Styre,3291079
916566255,Styre,6072639
916566255,Styre,6375501
916566255,Styre,2542178
971337494,Daglig leder,9153703
971337494,Styre,4450768
971337494,Styre,6408111
971337494,Styre,9731067
971337494,Styre,6154498
971337494,Styre,9330577
971337494,Styre,8552114
926890808,Daglig leder,9222531
926890808,Styre,3780548
926890808,Styre,7182937
926890808,Styre,4400699
926890808,Styre,4473912
971340355,Kontaktperson,6378163
971340355,Styre,6378163
971340355,Styre,8456567
971340355,Styre,7838853
971340355,Styre,9349269
971340355,Styre,7692918
971340355,Styre,8087146
914683696,Daglig leder,5269282
914683696,Styre,7376244
914683696,Styre,2632231
914683696,Styre,4535070
914683696,Styre,5433207
914683696,Styre,5269282
914683696,Styre,2622401
912792730,Daglig leder,7953391
912792730,Styre,7953391
977488508,Daglig leder,2575085
977488508,Styre,3291079
977488508,Styre,2667244
966950420,Daglig leder,9918450
966950420,Styre,6215529
966950420,Styre,4875545
966950420,Styre,9918450
966950420,Styre,1065666
966950420,Styre,6272324
917346151,Daglig leder,3951750
917346151,Styre,8304998
917346151,Styre,8578280
917346151,Styre,4303257
917346151,Styre,4507208
917346151,Styre,1070174
917346151,Styre,7001315
952382276,Daglig leder,2258223
952382276,Styre,1897226
952382276,Styre,9857715
952382276,Styre,2258223
913416333,Daglig leder,9487392
913416333,Styre,3724019
913416333,Styre,7405680
913416333,Styre,9131843
913416333,Styre,6417223
914761026,Daglig leder,7488841
914761026,Styre,3010354
914761026,Styre,1765487
914761026,Styre,9397263
914761026,Styre,4034415
979566387,Daglig leder,7430885
979566387,Styre,9949581
979566387,Styre,4748518
979566387,Styre,9486886
979566387,Styre,7430885
979566387,Styre,7496899
979566387,Styre,5652510
946768316,Daglig leder,1556946
946768316,Styre,5696974
946768316,Styre,3465361
946768316,Styre,7542702
946768316,Styre,6816637
946768316,Styre,4733788
916162855,Daglig leder,5755020
916162855,Styre,6335407
974677334,Daglig leder,3503568
974677334,Styre,9710091
974677334,Styre,5063414
974677334,Styre,5400095
974677334,Styre,4737104
974677334,Styre,1632512
974677334,Styre,9246618
974677334,Styre,9911165
971492449,Daglig leder,5052246
971492449,Styre,6072250
971492449,Styre,5533190
971492449,Styre,5222294
971492449,Styre,6161137
971492449,Styre,2264985
971492449,Styre,5624967
971492449,Styre,2526831
971492449,Styre,6977801
971492449,Styre,3147355
971492449,Styre,5510482
971492449,Styre,6908815
971492449,Styre,3897206
971492449,Styre,3092678
971492449,Styre,5007506
971492449,Styre,2282677
971492449,Styre,4004642
971454075,Daglig leder,5318074
971454075,Styre,9343508
971454075,Styre,7528366
971454075,Styre,6041193
971454075,Styre,8375418
971454075,Styre,1572024
971454075,Styre,4606624
819113912,Daglig leder,6592315
819113912,Styre,7906345
819113912,Styre,6793205
819113912,Styre,6922423
819113912,Styre,1104167
980884953,Daglig leder,2068357
980884953,Styre,5167830
980884953,Styre,2068357
980884953,Styre,8806418
980884953,Styre,5351847
977052300,Daglig leder,1735868
977052300,Styre,7456692
977052300,Styre,4795139
977052300,Styre,4478990
977052300,Styre,7906345
976698118,Daglig leder,1043131
976698118,Styre,2152691
976698118,Styre,3593442
976698118,Styre,1043131
976478916,Daglig leder,6387289
976478916,Styre,6387289
926655779,Daglig leder,8822930
927700417,Daglig leder,1435141
927700417,Styre,2032187
927700417,Styre,9102486
927700417,Styre,1435141
927700417,Styre,7944501
919201878,Daglig leder,8117246
919201878,Styre,4715689
919201878,Styre,6163459
919201878,Styre,8249702
981071190,Daglig leder,2534329
981071190,Styre,9782088
981071190,Styre,2534329
981071190,Styre,7875644
981071190,Styre,9995900
887931402,Daglig leder,3084933
887931402,Styre,7182340
887931402,Styre,3769995
887931402,Styre,8020562
887931402,Styre,4208040
914902592,Daglig leder,6685050
914902592,Styre,7182340
914902592,Styre,8020562
914902592,Styre,3769995
914902592,Styre,4208040
922720460,Daglig leder,5803367
922720460,Styre,5803367
922720460,Styre,7641091
922720460,Styre,7688299
920312039,Daglig leder,4052930
920312039,Styre,5611095
920312039,Styre,1073163
920312039,Styre,4373011
920312039,Styre,6915391
920312039,Styre,3083285
971079231,Daglig leder,7578480
971079231,Styre,5483951
971079231,Styre,2192429
971079231,Styre,7615778
971079231,Styre,5058959
971079231,Styre,5496304
971079231,Styre,9395656
971079231,Styre,8121170
971079231,Styre,1166181
971079231,Styre,7073352
976515420,Daglig leder,9908903
976515420,Styre,5414477
976515420,Styre,9908903
969795043,Innehaver,6805312
864351352,Daglig leder,9663253
864351352,Styre,4627119
864351352,Styre,6049842
864351352,Styre,9663253
978676774,Daglig leder,7544294
978676774,Styre,7544294
978676774,Styre,8882691
978676774,Styre,2471507
915330940,Daglig leder,6568669
915330940,Styre,6568669
915330940,Styre,9735714
910567489,Daglig leder,8490233
910567489,Styre,6894984
910567489,Styre,6610677
910567489,Styre,3172049
910567489,Styre,7329399
932925753,Daglig leder,1779844
932925753,Styre,8272649
932925753,Styre,1779844
932925753,Styre,8408492
932925753,Styre,6164615
932925753,Styre,2916434
932925753,Styre,1907010
932925753,Styre,6420618
932925753,Styre,8242605
932925753,Styre,7521380
932925753,Styre,4832441
882288072,Daglig leder,7390509
882288072,Styre,2660193
882288072,Styre,1158353
882288072,Styre,7170449
882288072,Styre,3951750
882288072,Styre,7294760
882288072,Styre,7475059
882288072,Styre,4402153
882288072,Styre,1280234
882288072,Styre,8162790
882288072,Styre,3758432
882288072,Styre,2037514
882288072,Styre,9315783
928287637,Daglig leder,5415145
928287637,Styre,5415145
928287637,Styre,7927065
927180685,Daglig leder,8592150
927180685,Styre,8592150
927180685,Styre,4458777
927180685,Styre,4720087
927180685,Styre,4800740
927180685,Styre,2656553
920262252,Daglig leder,2163794
920262252,Styre,3769995
920262252,Styre,2163794
920262252,Styre,7182340
913342534,Daglig leder,3740893
913342534,Styre,9239519
913342534,Styre,5635421
913342534,Styre,4173710
912879402,Daglig leder,9466612
912879402,Styre,8364035
912879402,Styre,6609249
912879402,Styre,9466612
927222167,Daglig leder,8814077
927222167,Styre,8814077
960979109,Daglig leder,6460303
960979109,Styre,6460303
960979109,Styre,5918592
870917732,Daglig leder,3963840
976022831,Daglig leder,6204954
976022831,Styre,2971684
976022831,Styre,8226787
976022831,Styre,6204954
976022831,Styre,7461515
976022831,Styre,4583715
929243668,Daglig leder,6185814
929243668,Styre,5478940
929243668,Styre,9206029
929243668,Styre,6185814
929243668,Styre,9060410
929243668,Styre,6770436
976179145,Daglig leder,4925308
976179145,Styre,5040308
976179145,Styre,5909940
976179145,Styre,6423528
976179145,Styre,4080838
976179145,Styre,5724064
976179145,Styre,2944658
976179145,Styre,2111396
970942327,Daglig leder,5867956
970942327,Styre,9399890
970942327,Styre,6602460
970942327,Styre,1822164
970942327,Styre,7489960
970942327,Styre,3564193
970942327,Styre,2755453
970942327,Styre,9300701
970942327,Styre,9479314
970942327,Styre,2803707
892065292,Daglig leder,7149557
892065292,Styre,3115768
937298056,Daglig leder,9007287
937298056,Styre,9007287
937298056,Styre,1660128
912106780,Daglig leder,7346064
912106780,Styre,6821617
912106780,Styre,1511375
922724202,Daglig leder,8865581
922724202,Styre,4702916
922724202,Styre,8865581
928562522,Daglig leder,4905532
928562522,Styre,4905532
917613028,Daglig leder,2167409
917613028,Styre,2167409
970899170,Styre,3637588
970899170,Styre,1091367
977285828,Daglig leder,4257835
977285828,Styre,4892180
977285828,Styre,4767960
977285828,Styre,8155125
977285828,Styre,2630657
977285828,Styre,2079321
923750436,Daglig leder,2089280
923750436,Styre,2089280
923750436,Styre,4517603
923750436,Styre,8522564
923750436,Styre,8019936
920647022,Daglig leder,2894087
920647022,Styre,2894087
920647022,Styre,7325641
920647022,Styre,5898744
923982809,Daglig leder,4640349
923982809,Styre,1891251
923982809,Styre,9581806
923982809,Styre,4640349
926900366,Daglig leder,8559552
926900366,Styre,8559552
920854923,Daglig leder,5945170
920854923,Styre,8190492
920854923,Styre,3655484
920854923,Styre,8074276
920854923,Styre,8774050
971337435,Daglig leder,5102334
971337435,Styre,5102334
971337435,Styre,9345811
971337435,Styre,5255054
971337435,Styre,1920093
971337435,Styre,2734754
929977769,Styre,2183239
917628858,Daglig leder,9334896
917628858,Styre,9334896
917628858,Styre,8370069
917628858,Styre,7328672
925890529,Styre,7588742
925890529,Styre,5756757
925890529,Styre,6662279
925890529,Styre,3127297
927459884,Daglig leder,7616145
927459884,Styre,8729558
930638420,Daglig leder,9331582
930638420,Styre,1628485
930638420,Styre,4156283
930638420,Styre,4923278
930638420,Styre,2276730
930638420,Styre,3470672
848169862,Daglig leder,6185241
848169862,Styre,9532541
848169862,Styre,8310866
848169862,Styre,7892499
848169862,Styre,4743451
848169862,Styre,7380577
897350122,Daglig leder,7206168
897350122,Styre,4708542
897350122,Styre,1117125
897350122,Styre,6175002
897350122,Styre,2894149
897350122,Styre,6651618
929988825,Daglig leder,7840349
929988825,Styre,4271667
929988825,Styre,7840349
929988825,Styre,3234959
929988825,Styre,4685819
976921402,Daglig leder,9200353
976921402,Styre,7012844
976921402,Styre,6127832
976921402,Styre,2209578
976921402,Styre,3391542
976921402,Styre,1689867
945844426,Daglig leder,8606881
945844426,Styre,3038570
945844426,Styre,8768027
924486961,Daglig leder,6871878
924486961,Styre,7852248
924486961,Styre,6871878
924486961,Styre,5421556
915641938,Daglig leder,3283793
915641938,Styre,7947116
915641938,Styre,3283793
915641938,Styre,8084432
915641938,Styre,3408627
915641938,Styre,2093420
931701916,Daglig leder,1389149
931701916,Styre,1389149
937420064,Daglig leder,4541419
937420064,Styre,4924677
937420064,Styre,4632196
975874532,Daglig leder,8831071
975874532,Styre,1105231
975874532,Styre,9401852
975874532,Styre,9152137
975874532,Styre,4963868
975874532,Styre,9744488
975874532,Styre,1766685
920746160,Daglig leder,4784491
920746160,Styre,4784491
920746160,Styre,8883365
927656574,Daglig leder,8075656
927656574,Styre,1585945
927656574,Styre,4009662
927656574,Styre,8471741
823980892,Daglig leder,4444223
823980892,Styre,1185527
823980892,Styre,2236163
823980892,Styre,9192464
823980892,Styre,4743636
823980892,Styre,1707541
959472823,Daglig leder,1884735
959472823,Styre,2673852
959472823,Styre,1884735
959472823,Styre,6485831
896896482,Daglig leder,2683920
896896482,Daglig leder,2368711
896896482,Styre,1884735
896896482,Styre,4030048
896896482,Styre,6485831
966786094,Daglig leder,3798674
966786094,Styre,1884735
966786094,Styre,4030048
966786094,Styre,6485831
979459653,Daglig leder,1544836
979459653,Styre,9133702
979459653,Styre,8859238
979459653,Styre,6981113
979459653,Styre,1544836
979459653,Styre,7746421
921337671,Daglig leder,9591308
921337671,Styre,5109898
921337671,Styre,9591308
921337671,Styre,1024323
971338946,Daglig leder,5816247
971338946,Styre,1447711
971338946,Styre,4523134
971338946,Styre,2472445
971338946,Styre,4489402
971338946,Styre,4946963
971338946,Styre,6961802
971338946,Styre,5043547
926676938,Daglig leder,3324418
926676938,Styre,1167547
926676938,Styre,3324418
926676938,Styre,6597422
926676938,Styre,9588544
926676938,Styre,9648919
926676938,Styre,7528702
912245322,Daglig leder,5089274
912245322,Styre,8156072
912245322,Styre,9356451
912245322,Styre,2978884
912245322,Styre,2423372
912245322,Styre,4751003
919322705,Daglig leder,3829373
919322705,Styre,4314543
919322705,Styre,6140537
919322705,Styre,1933105
919322705,Styre,3512479
812716522,Daglig leder,3829373
812716522,Styre,4314543
812716522,Styre,6140537
812716522,Styre,1933105
812716522,Styre,3512479
911707128,Daglig leder,4314543
911707128,Styre,4314543
911707128,Styre,6140537
924040491,Daglig leder,2146743
924040491,Styre,2145445
975858677,Daglig leder,2965868
975858677,Styre,3881774
975858677,Styre,7280392
975858677,Styre,6303967
927028387,Daglig leder,4424253
927028387,Styre,4426940
927028387,Styre,4424253
918126635,Innehaver,8148139
916675828,Daglig leder,5306238
916675828,Styre,9318998
916675828,Styre,5306238
932241536,Daglig leder,6230791
932241536,Styre,6230791
932241536,Styre,6398405
932241536,Styre,9828668
925792896,Daglig leder,1378633
925792896,Styre,1378633
924880333,Daglig leder,2118093
924880333,Styre,5473821
916483074,Daglig leder,6977817
916483074,Styre,6977817
911689898,Daglig leder,5546658
911689898,Styre,1570484
911689898,Styre,5546658
915815014,Daglig leder,4501200
915815014,Styre,4501200
917823030,Daglig leder,4991034
917823030,Styre,3510826
917823030,Styre,3803965
917823030,Styre,4991034
912892212,Daglig leder,9404276
912892212,Styre,9404276
919828129,Daglig leder,6687123
919828129,Styre,3252668
919828129,Styre,6687123
919828129,Styre,9628746
919828129,Styre,5524486
919828129,Styre,5614528
916538251,Daglig leder,2305505
916538251,Styre,5342738
916538251,Styre,8090049
916538251,Styre,5148276
916538251,Styre,7878328
916538251,Styre,9647101
915026451,Daglig leder,8712747
915026451,Styre,6651795
915026451,Styre,8029313
915026451,Styre,4162670
879950392,Daglig leder,3385449
879950392,Styre,4902379
879950392,Styre,3250279
879950392,Styre,6500281
879950392,Styre,3385449
879950392,Styre,5819949
955230728,Daglig leder,8949786
955230728,Styre,8653410
955230728,Styre,5029972
955230728,Styre,1773900
955230728,Styre,5515778
955230728,Styre,7484869
955230728,Styre,2074528
955230728,Styre,4493454
955230728,Styre,6886574
955230728,Styre,1317883
920156959,Daglig leder,7966229
920156959,Styre,8168708
920156959,Styre,5047047
920156959,Styre,2451015
920156959,Styre,8084636
980991547,Daglig leder,1070795
980991547,Styre,1320797
980991547,Styre,9139245
980991547,Styre,9282462
912544095,Daglig leder,6116118
912544095,Styre,5473821
914752841,Daglig leder,2436491
914752841,Styre,3031012
914752841,Styre,3810306
914752841,Styre,2539097
914752841,Styre,9798485
914752841,Styre,1005176
952074075,Daglig leder,2044754
952074075,Styre,4774964
952074075,Styre,2545047
952074075,Styre,2044754
952074075,Styre,8103683
913072995,Daglig leder,8950964
913072995,Styre,7349059
913072995,Styre,6886247
913072995,Styre,4045168
973197169,Kontaktperson,5611427
973197169,Styre,5611427
973197169,Styre,8309564
922405409,Daglig leder,9179634
922405409,Styre,9179634
920028519,Daglig leder,1724580
920028519,Styre,1724580
920028519,Styre,9681624
937103603,Daglig leder,7475092
937103603,Styre,7475092
937103603,Styre,3058280
926334751,Daglig leder,7226793
926334751,Styre,6854920
926334751,Styre,7226793
926334751,Styre,8619339
911679787,Daglig leder,8714348
911679787,Styre,7098163
911679787,Styre,8714348
825500162,Daglig leder,3242576
825500162,Styre,3242576
825500162,Styre,8523115
815412362,Daglig leder,2294931
815412362,Styre,6390044
815412362,Styre,8040168
815412362,Styre,2075212
815412362,Styre,2294931
975980863,Daglig leder,2438632
975980863,Styre,2438632
975980782,Daglig leder,2438632
975980782,Styre,2438632
975980782,Styre,8380377
915101836,Daglig leder,9793048
915101836,Styre,4716086
915101836,Styre,9793048
919952296,Daglig leder,8357146
919952296,Styre,2451015
919952296,Styre,8357146
919952296,Styre,1904162
919952296,Styre,7842810
917584885,Daglig leder,8011504
917584885,Styre,9223769
917584885,Styre,8011504
933767027,Daglig leder,7331448
933767027,Styre,3645050
933767027,Styre,7331448
933767027,Styre,1949629
928072533,Daglig leder,2085858
928072533,Styre,9204112
928072533,Styre,9930466
928072533,Styre,8051698
870920342,Daglig leder,8093855
870920342,Styre,6249466
870920342,Styre,4669789
870920342,Styre,8834248
870920342,Styre,7928448
870920342,Styre,2607431
870920342,Styre,4030368
870920342,Styre,7379696
870920342,Styre,8288260
870920342,Styre,3730028
870920342,Styre,9854045
870920342,Styre,8093855
919910275,Daglig leder,2611895
919910275,Styre,6007131
919910275,Styre,4051833
919910275,Styre,7682507
886884702,Daglig leder,4479449
886884702,Styre,7852054
886884702,Styre,8479619
886884702,Styre,3935254
886884702,Styre,4379679
886884702,Styre,3833481
886884702,Styre,9791638
886884702,Styre,6609290
886884702,Styre,4451866
886884702,Styre,1719598
886884702,Styre,7077239
886884702,Styre,7335334
886884702,Styre,6254950
886884702,Styre,2237437
886884702,Styre,8592014
886884702,Styre,8037992
886884702,Styre,3775022
886884702,Styre,9979313
924702982,Daglig leder,8217974
924702982,Styre,8217974
813933632,Daglig leder,8156933
813933632,Styre,8156933
813933632,Styre,4910119
971045698,Daglig leder,1070174
971045698,Kontaktperson,6799756
974783215,Daglig leder,1070174
974783215,Kontaktperson,6799756
919668660,Daglig leder,1070174
919668660,Kontaktperson,6799756
919668172,Daglig leder,1070174
